title,thumbnail,score,link
Pokemon,https://voiranime.com/wp-content/uploads/2020/01/thumb_5e10b6c37a1db-110x150.png,4.2,https://voiranime.com/anime/pokemon/
World Witches Hasshin Shimasu!,https://voiranime.com/wp-content/uploads/2020/12/thumb_5fcfad087b29c.jpg,3.5,https://voiranime.com/anime/world-witches-hasshin-shimasu/
Tama & Friends,https://voiranime.com/wp-content/uploads/2020/11/thumb_5fbdb1fb20d70-110x150.jpg,3,https://voiranime.com/anime/tama-friends/
Hori-san to Miyamura-kun: Shingakki,https://voiranime.com/wp-content/uploads/2021/02/thumb_6019ed233569b-110x150.jpg,4.1,https://voiranime.com/anime/hori-san-to-miyamura-kun-shingakki/
Alice in Deadly School,https://voiranime.com/wp-content/uploads/2021/02/thumb_6019ee6280194-110x150.jpg,3.4,https://voiranime.com/anime/alice-in-deadly-school/
Fate/Grand Carnival,https://voiranime.com/wp-content/uploads/2021/01/thumb_6013e76f6cf5f-110x150.jpg,3.5,https://voiranime.com/anime/fate-grand-carnival/
Chuubyou Gekihatsu Boy,https://voiranime.com/wp-content/uploads/2020/01/thumb_5e0e31ce40ec6-110x150.jpg,3,https://voiranime.com/anime/chuubyou-gekihatsu-boy/
Namui BL Manhwa Animation,https://voiranime.com/wp-content/uploads/2021/01/thumb_6004236516d94-110x150.jpg,3.2,https://voiranime.com/anime/namui-bl-manhwa-animation/
Monster Farm: Enbanseki no Himitsu,https://voiranime.com/wp-content/uploads/2020/06/thumb_5ee35153d3b9d-110x150.jpg,3.2,https://voiranime.com/anime/monster-farm-enbanseki-no-himitsu/
Inazuma Eleven KAI,https://voiranime.com/wp-content/uploads/2020/06/thumb_5edfdc7d32e99-110x150.png,4.3,https://voiranime.com/anime/inazuma-eleven-kai/
Pokemon (2019) (VF),https://voiranime.com/wp-content/uploads/2020/02/thumb_5e53ee831acbc-110x150.png,3.7,https://voiranime.com/anime/pokemon-2019-vf/
Sengoku☆Paradise Kiwami,https://voiranime.com/wp-content/uploads/2020/04/thumb_5e925e3c9185d-110x150.jpg,2.7,https://voiranime.com/anime/sengoku%e2%98%86paradise-kiwami/
Tekkaman Blade,https://voiranime.com/wp-content/uploads/2020/07/thumb_5f035318270cc-110x150.jpg,2.8,https://voiranime.com/anime/tekkaman-blade/
D.Gray-man KAI (VF),https://voiranime.com/wp-content/uploads/2020/01/thumb_5e0e39ca3fefd-110x150.png,3.7,https://voiranime.com/anime/d-gray-man-kai-vf/
Kateikyoushi Hitman Reborn! KAI,https://voiranime.com/wp-content/uploads/2020/01/thumb_5e1067045ddc6-110x150.jpg,4.3,https://voiranime.com/anime/kateikyoushi-hitman-reborn-kai/
Gal to Kyouryuu,https://voiranime.com/wp-content/uploads/2020/03/thumb_5e81ffb923d48-110x150.png,3.2,https://voiranime.com/anime/gal-to-kyouryuu/
Détective Conan (VF),https://voiranime.com/wp-content/uploads/2020/02/thumb_5e53bbbc81c8f-110x150.jpg,4,https://voiranime.com/anime/meitantei-conan-vf/
